Ente;Tipo;Provincia;ASL;Codice ISTAT;Abitanti;Positivi;Positivi 1000 abitanti;Delta positivi;Delta positivi 1000 abitanti;Data
Giaveno;COM;TO;TO3;001115;16386;8;0.49;0;0.0;2020/03/26
Giaveno;COM;TO;TO3;001115;16386;8;0.49;0;0.0;2020/03/27
Giaveno;COM;TO;TO3;001115;16386;10;0.61;2;0.12;2020/03/28
Giaveno;COM;TO;TO3;001115;16386;19;1.16;9;0.55;2020/03/29
Giaveno;COM;TO;TO3;001115;16386;19;1.16;0;0.0;2020/03/30
Giaveno;COM;TO;TO3;001115;16386;21;1.28;2;0.12;2020/03/31
Giaveno;COM;TO;TO3;001115;16386;23;1.4;2;0.12;2020/04/01
Giaveno;COM;TO;TO3;001115;16386;24;1.46;1;0.06;2020/04/02
Giaveno;COM;TO;TO3;001115;16386;21;1.28;-3;-0.18;2020/04/03
Giaveno;COM;TO;TO3;001115;16386;21;1.28;0;0.0;2020/04/04
Giaveno;COM;TO;TO3;001115;16386;23;1.4;2;0.12;2020/04/05
Giaveno;COM;TO;TO3;001115;16386;46;2.81;23;1.41;2020/04/05
Giaveno;COM;TO;TO3;001115;16386;23;1.4;-23;-1.41;2020/04/06
Giaveno;COM;TO;TO3;001115;16386;25;1.53;2;0.13;2020/04/07
Giaveno;COM;TO;TO3;001115;16386;26;1.59;1;0.06;2020/04/08
Giaveno;COM;TO;TO3;001115;16386;26;1.59;0;0.0;2020/04/09
Giaveno;COM;TO;TO3;001115;16386;28;1.71;2;0.12;2020/04/12
Giaveno;COM;TO;TO3;001115;16386;30;1.83;2;0.12;2020/04/13
Giaveno;COM;TO;TO3;001115;16386;30;1.83;0;0.0;2020/04/14
Giaveno;COM;TO;TO3;001115;16386;34;2.07;4;0.24;2020/04/15
Giaveno;COM;TO;TO3;001115;16386;36;2.2;2;0.13;2020/04/16
Giaveno;COM;TO;TO3;001115;16386;36;2.2;0;0.0;2020/04/17
Giaveno;COM;TO;TO3;001115;16386;34;2.07;-2;-0.13;2020/04/18
Giaveno;COM;TO;TO3;001115;16386;25;1.53;-9;-0.54;2020/04/19
Giaveno;COM;TO;TO3;001115;16386;30;1.83;5;0.3;2020/04/20
Giaveno;COM;TO;TO3;001115;16386;30;1.83;0;0.0;2020/04/21
Giaveno;COM;TO;TO3;001115;16386;30;1.83;0;0.0;2020/04/22
Giaveno;COM;TO;TO3;001115;16386;30;1.83;0;0.0;2020/04/23
Giaveno;COM;TO;TO3;001115;16386;36;2.2;6;0.37;2020/04/24
Giaveno;COM;TO;TO3;001115;16386;38;2.32;2;0.12;2020/04/25
Giaveno;COM;TO;TO3;001115;16386;37;2.26;-1;-0.06;2020/04/26
Giaveno;COM;TO;TO3;001115;16386;38;2.32;1;0.06;2020/04/27
Giaveno;COM;TO;TO3;001115;16386;37;2.26;-1;-0.06;2020/04/28
Giaveno;COM;TO;TO3;001115;16386;46;2.81;9;0.55;2020/05/05
Giaveno;COM;TO;TO3;001115;16386;45;2.75;-1;-0.06;2020/05/06
Giaveno;COM;TO;TO3;001115;16386;44;2.69;-1;-0.06;2020/05/07
Giaveno;COM;TO;TO3;001115;16386;44;2.69;0;0.0;2020/05/08
Giaveno;COM;TO;TO3;001115;16386;41;2.5;-3;-0.19;2020/05/09
Giaveno;COM;TO;TO3;001115;16386;42;2.56;1;0.06;2020/05/10
Giaveno;COM;TO;TO3;001115;16386;43;2.62;1;0.06;2020/05/11
Giaveno;COM;TO;TO3;001115;16386;44;2.69;1;0.07;2020/05/12
Giaveno;COM;TO;TO3;001115;16386;40;2.44;-4;-0.25;2020/05/13
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/03/25
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/03/26
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/03/27
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/03/28
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/03/29
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/03/30
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/03/31
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/01
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/02
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/03
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/04
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/05
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/05
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/06
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/07
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/08
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/09
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/12
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/13
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/14
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/15
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/16
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/17
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/18
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/19
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/20
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/21
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/22
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/23
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/24
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/25
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/26
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/27
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/04/28
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/05/05
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/05/06
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/05/07
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/05/08
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/05/09
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/05/10
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/05/11
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/05/12
Gifflenga;COM;BI;VC;096027;113;0;0.0;0;0.0;2020/05/13
Gignese;COM;VCO;VCO;103034;1048;0;0.0;0;0.0;2020/03/25
Gignese;COM;VCO;VCO;103034;1048;1;0.95;1;0.95;2020/03/26
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/03/27
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/03/28
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/03/29
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/03/30
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/03/31
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/01
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/02
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/03
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/04
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/05
Gignese;COM;VCO;VCO;103034;1048;2;1.91;1;0.96;2020/04/05
Gignese;COM;VCO;VCO;103034;1048;1;0.95;-1;-0.96;2020/04/06
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/07
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/08
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/09
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/12
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/13
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/04/14
Gignese;COM;VCO;VCO;103034;1048;2;1.91;1;0.96;2020/04/15
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/16
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/17
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/18
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/19
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/20
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/21
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/22
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/23
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/24
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/25
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/26
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/27
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/04/28
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/05/05
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/05/06
Gignese;COM;VCO;VCO;103034;1048;1;0.95;-1;-0.96;2020/05/07
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/05/08
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/05/09
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/05/10
Gignese;COM;VCO;VCO;103034;1048;1;0.95;0;0.0;2020/05/11
Gignese;COM;VCO;VCO;103034;1048;2;1.91;1;0.96;2020/05/12
Gignese;COM;VCO;VCO;103034;1048;2;1.91;0;0.0;2020/05/13
Givoletto;COM;TO;TO3;001116;3939;3;0.76;0;0.0;2020/03/25
Givoletto;COM;TO;TO3;001116;3939;3;0.76;0;0.0;2020/03/26
Givoletto;COM;TO;TO3;001116;3939;4;1.02;1;0.26;2020/03/27
Givoletto;COM;TO;TO3;001116;3939;4;1.02;0;0.0;2020/03/28
Givoletto;COM;TO;TO3;001116;3939;4;1.02;0;0.0;2020/03/29
Givoletto;COM;TO;TO3;001116;3939;5;1.27;1;0.25;2020/03/30
Givoletto;COM;TO;TO3;001116;3939;6;1.52;1;0.25;2020/03/31
Givoletto;COM;TO;TO3;001116;3939;7;1.78;1;0.26;2020/04/01
Givoletto;COM;TO;TO3;001116;3939;7;1.78;0;0.0;2020/04/02
Givoletto;COM;TO;TO3;001116;3939;8;2.03;1;0.25;2020/04/03
Givoletto;COM;TO;TO3;001116;3939;8;2.03;0;0.0;2020/04/04
Givoletto;COM;TO;TO3;001116;3939;9;2.28;1;0.25;2020/04/05
Givoletto;COM;TO;TO3;001116;3939;6;1.52;-3;-0.76;2020/04/05
Givoletto;COM;TO;TO3;001116;3939;9;2.28;3;0.76;2020/04/06
Givoletto;COM;TO;TO3;001116;3939;11;2.79;2;0.51;2020/04/07
Givoletto;COM;TO;TO3;001116;3939;12;3.05;1;0.26;2020/04/08
Givoletto;COM;TO;TO3;001116;3939;12;3.05;0;0.0;2020/04/09
Givoletto;COM;TO;TO3;001116;3939;10;2.54;-2;-0.51;2020/04/12
Givoletto;COM;TO;TO3;001116;3939;10;2.54;0;0.0;2020/04/13
Givoletto;COM;TO;TO3;001116;3939;10;2.54;0;0.0;2020/04/14
Givoletto;COM;TO;TO3;001116;3939;9;2.28;-1;-0.26;2020/04/15
Givoletto;COM;TO;TO3;001116;3939;9;2.28;0;0.0;2020/04/16
Givoletto;COM;TO;TO3;001116;3939;8;2.03;-1;-0.25;2020/04/17
Givoletto;COM;TO;TO3;001116;3939;8;2.03;0;0.0;2020/04/18
Givoletto;COM;TO;TO3;001116;3939;8;2.03;0;0.0;2020/04/19
Givoletto;COM;TO;TO3;001116;3939;9;2.28;1;0.25;2020/04/20
Givoletto;COM;TO;TO3;001116;3939;8;2.03;-1;-0.25;2020/04/21
Givoletto;COM;TO;TO3;001116;3939;7;1.78;-1;-0.25;2020/04/22
Givoletto;COM;TO;TO3;001116;3939;7;1.78;0;0.0;2020/04/23
Givoletto;COM;TO;TO3;001116;3939;7;1.78;0;0.0;2020/04/24
Givoletto;COM;TO;TO3;001116;3939;7;1.78;0;0.0;2020/04/25
Givoletto;COM;TO;TO3;001116;3939;8;2.03;1;0.25;2020/04/26
Givoletto;COM;TO;TO3;001116;3939;8;2.03;0;0.0;2020/04/27
Givoletto;COM;TO;TO3;001116;3939;8;2.03;0;0.0;2020/04/28
Givoletto;COM;TO;TO3;001116;3939;7;1.78;-1;-0.25;2020/05/05
Givoletto;COM;TO;TO3;001116;3939;4;1.02;-3;-0.76;2020/05/06
Givoletto;COM;TO;TO3;001116;3939;4;1.02;0;0.0;2020/05/07
Givoletto;COM;TO;TO3;001116;3939;4;1.02;0;0.0;2020/05/08
Givoletto;COM;TO;TO3;001116;3939;4;1.02;0;0.0;2020/05/09
Givoletto;COM;TO;TO3;001116;3939;4;1.02;0;0.0;2020/05/10
Givoletto;COM;TO;TO3;001116;3939;5;1.27;1;0.25;2020/05/11
Givoletto;COM;TO;TO3;001116;3939;5;1.27;0;0.0;2020/05/12
Givoletto;COM;TO;TO3;001116;3939;4;1.02;-1;-0.25;2020/05/13
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/03/25
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/03/26
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/03/27
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/03/28
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/03/29
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/03/30
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/03/31
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/01
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/02
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/03
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/04
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/05
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/05
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/06
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/07
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/08
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/09
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/12
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/13
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/14
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/15
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/16
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/17
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/18
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/19
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/20
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/21
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/22
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/23
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/24
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/25
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/26
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/27
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/04/28
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/05/05
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/05/06
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/05/07
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/05/08
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/05/09
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/05/10
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/05/11
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/05/12
Gorzegno;COM;CN;CN2;004097;273;0;0.0;0;0.0;2020/05/13
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/03/25
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/03/26
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/03/27
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/03/28
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/03/29
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/03/30
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/03/31
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/01
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/02
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/03
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/04
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/05
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/05
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/06
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/07
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/08
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/09
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/12
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/13
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/14
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/15
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/16
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/17
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/18
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/19
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/20
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/21
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/22
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/23
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/24
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/25
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/26
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/27
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/04/28
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/05/05
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/05/06
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/05/07
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/05/08
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/05/09
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/05/10
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/05/11
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/05/12
Gottasecca;COM;CN;CN1;004098;141;0;0.0;0;0.0;2020/05/13
Govone;COM;CN;CN2;004099;2217;3;1.35;0;0.0;2020/03/25
Govone;COM;CN;CN2;004099;2217;3;1.35;0;0.0;2020/03/26
Govone;COM;CN;CN2;004099;2217;3;1.35;0;0.0;2020/03/27
Govone;COM;CN;CN2;004099;2217;3;1.35;0;0.0;2020/03/28
Govone;COM;CN;CN2;004099;2217;3;1.35;0;0.0;2020/03/29
Govone;COM;CN;CN2;004099;2217;3;1.35;0;0.0;2020/03/30
Govone;COM;CN;CN2;004099;2217;4;1.8;1;0.45;2020/03/31
Govone;COM;CN;CN2;004099;2217;5;2.26;1;0.46;2020/04/01
Govone;COM;CN;CN2;004099;2217;6;2.71;1;0.45;2020/04/02
Govone;COM;CN;CN2;004099;2217;8;3.61;2;0.9;2020/04/03
Govone;COM;CN;CN2;004099;2217;8;3.61;0;0.0;2020/04/04
Govone;COM;CN;CN2;004099;2217;21;9.47;13;5.86;2020/04/05
Govone;COM;CN;CN2;004099;2217;32;14.43;11;4.96;2020/04/05
Govone;COM;CN;CN2;004099;2217;26;11.73;-6;-2.7;2020/04/06
Govone;COM;CN;CN2;004099;2217;34;15.34;8;3.61;2020/04/07
Govone;COM;CN;CN2;004099;2217;34;15.34;0;0.0;2020/04/08
Govone;COM;CN;CN2;004099;2217;34;15.34;0;0.0;2020/04/09
Govone;COM;CN;CN2;004099;2217;41;18.49;7;3.15;2020/04/12
Govone;COM;CN;CN2;004099;2217;41;18.49;0;0.0;2020/04/13
Govone;COM;CN;CN2;004099;2217;41;18.49;0;0.0;2020/04/14
Govone;COM;CN;CN2;004099;2217;41;18.49;0;0.0;2020/04/15
Govone;COM;CN;CN2;004099;2217;41;18.49;0;0.0;2020/04/16
Govone;COM;CN;CN2;004099;2217;41;18.49;0;0.0;2020/04/17
Govone;COM;CN;CN2;004099;2217;40;18.04;-1;-0.45;2020/04/18
Govone;COM;CN;CN2;004099;2217;41;18.49;1;0.45;2020/04/19
Govone;COM;CN;CN2;004099;2217;42;18.94;1;0.45;2020/04/20
Govone;COM;CN;CN2;004099;2217;41;18.49;-1;-0.45;2020/04/21
Govone;COM;CN;CN2;004099;2217;40;18.04;-1;-0.45;2020/04/22
Govone;COM;CN;CN2;004099;2217;40;18.04;0;0.0;2020/04/23
Govone;COM;CN;CN2;004099;2217;31;13.98;-9;-4.06;2020/04/24
Govone;COM;CN;CN2;004099;2217;30;13.53;-1;-0.45;2020/04/25
Govone;COM;CN;CN2;004099;2217;30;13.53;0;0.0;2020/04/26
Govone;COM;CN;CN2;004099;2217;28;12.63;-2;-0.9;2020/04/27
Govone;COM;CN;CN2;004099;2217;29;13.08;1;0.45;2020/04/28
Govone;COM;CN;CN2;004099;2217;32;14.43;3;1.35;2020/05/05
Govone;COM;CN;CN2;004099;2217;21;9.47;-11;-4.96;2020/05/06
Govone;COM;CN;CN2;004099;2217;21;9.47;0;0.0;2020/05/07
Govone;COM;CN;CN2;004099;2217;19;8.57;-2;-0.9;2020/05/08
Govone;COM;CN;CN2;004099;2217;18;8.12;-1;-0.45;2020/05/09
Govone;COM;CN;CN2;004099;2217;25;11.28;7;3.16;2020/05/10
Govone;COM;CN;CN2;004099;2217;25;11.28;0;0.0;2020/05/11
Govone;COM;CN;CN2;004099;2217;25;11.28;0;0.0;2020/05/12
Govone;COM;CN;CN2;004099;2217;24;10.83;-1;-0.45;2020/05/13
Gozzano;COM;NO;NO;003076;5561;3;0.54;0;0.0;2020/03/25
Gozzano;COM;NO;NO;003076;5561;4;0.72;1;0.18;2020/03/26
Gozzano;COM;NO;NO;003076;5561;5;0.9;1;0.18;2020/03/27
Gozzano;COM;NO;NO;003076;5561;6;1.08;1;0.18;2020/03/28
Gozzano;COM;NO;NO;003076;5561;7;1.26;1;0.18;2020/03/29
Gozzano;COM;NO;NO;003076;5561;7;1.26;0;0.0;2020/03/30
Gozzano;COM;NO;NO;003076;5561;7;1.26;0;0.0;2020/03/31
Gozzano;COM;NO;NO;003076;5561;7;1.26;0;0.0;2020/04/01
Gozzano;COM;NO;NO;003076;5561;8;1.44;1;0.18;2020/04/02
Gozzano;COM;NO;NO;003076;5561;8;1.44;0;0.0;2020/04/03
Gozzano;COM;NO;NO;003076;5561;8;1.44;0;0.0;2020/04/04
Gozzano;COM;NO;NO;003076;5561;8;1.44;0;0.0;2020/04/05
Gozzano;COM;NO;NO;003076;5561;12;2.16;4;0.72;2020/04/05
Gozzano;COM;NO;NO;003076;5561;8;1.44;-4;-0.72;2020/04/06
Gozzano;COM;NO;NO;003076;5561;8;1.44;0;0.0;2020/04/07
Gozzano;COM;NO;NO;003076;5561;8;1.44;0;0.0;2020/04/08
Gozzano;COM;NO;NO;003076;5561;9;1.62;1;0.18;2020/04/09
Gozzano;COM;NO;NO;003076;5561;9;1.62;0;0.0;2020/04/12
Gozzano;COM;NO;NO;003076;5561;11;1.98;2;0.36;2020/04/13
Gozzano;COM;NO;NO;003076;5561;11;1.98;0;0.0;2020/04/14
Gozzano;COM;NO;NO;003076;5561;11;1.98;0;0.0;2020/04/15
Gozzano;COM;NO;NO;003076;5561;14;2.52;3;0.54;2020/04/16
Gozzano;COM;NO;NO;003076;5561;13;2.34;-1;-0.18;2020/04/17
Gozzano;COM;NO;NO;003076;5561;13;2.34;0;0.0;2020/04/18
Gozzano;COM;NO;NO;003076;5561;13;2.34;0;0.0;2020/04/19
Gozzano;COM;NO;NO;003076;5561;13;2.34;0;0.0;2020/04/20
Gozzano;COM;NO;NO;003076;5561;13;2.34;0;0.0;2020/04/21
Gozzano;COM;NO;NO;003076;5561;12;2.16;-1;-0.18;2020/04/22
Gozzano;COM;NO;NO;003076;5561;12;2.16;0;0.0;2020/04/23
Gozzano;COM;NO;NO;003076;5561;12;2.16;0;0.0;2020/04/24
Gozzano;COM;NO;NO;003076;5561;13;2.34;1;0.18;2020/04/25
Gozzano;COM;NO;NO;003076;5561;13;2.34;0;0.0;2020/04/26
Gozzano;COM;NO;NO;003076;5561;13;2.34;0;0.0;2020/04/27
Gozzano;COM;NO;NO;003076;5561;13;2.34;0;0.0;2020/04/28
Gozzano;COM;NO;NO;003076;5561;12;2.16;-1;-0.18;2020/05/05
Gozzano;COM;NO;NO;003076;5561;11;1.98;-1;-0.18;2020/05/06
Gozzano;COM;NO;NO;003076;5561;11;1.98;0;0.0;2020/05/07
Gozzano;COM;NO;NO;003076;5561;10;1.8;-1;-0.18;2020/05/08
Gozzano;COM;NO;NO;003076;5561;9;1.62;-1;-0.18;2020/05/09
Gozzano;COM;NO;NO;003076;5561;9;1.62;0;0.0;2020/05/10
Gozzano;COM;NO;NO;003076;5561;9;1.62;0;0.0;2020/05/11
